transaction_id,account_id,tx_datetime,amount,channel,counterparty_country_code
TX000069,ACC12345,2025-04-16 00:46:12,4464.14,Cash,NG
TX000070,ACC12345,2022-05-06 17:19:51,-6869.11,SmartApp,ZA
TX000071,ACC12345,2023-10-31 04:30:50,-7217.49,Cash,US
TX000072,ACC12345,2023-08-27 14:59:51,11624.85,EFT,US
TX000073,ACC12345,2023-12-05 04:18:14,2802.14,SmartApp,ZA
TX000074,ACC12345,2023-01-09 16:20:43,-4585.27,EFT,ZA
TX000075,ACC12345,2022-12-05 11:36:07,-14410.46,EFT,ZA
TX000076,ACC12345,2023-01-22 17:18:48,-2388.84,Cash,ZA
TX000077,ACC12345,2022-05-18 14:55:18,-9047.02,Cash,ZA
TX000078,ACC12345,2023-12-14 17:51:10,-7545.6,Cash,CN
TX000079,ACC12345,2024-10-18 02:18:40,-9434.62,EFT,CN
TX000080,ACC12345,2025-05-18 09:30:58,-5567.41,SmartApp,GB
TX000081,ACC12345,2022-10-28 12:06:02,-4090.65,SmartApp,BR
TX000082,ACC12345,2022-03-10 08:04:45,1595.38,EFT,ZA
TX000083,ACC12345,2023-07-07 22:34:24,4275.15,EFT,ZA
TX000084,ACC12345,2023-12-07 01:41:19,2193.35,EFT,ZA
TX000085,ACC12345,2025-05-01 11:25:20,3562.81,EFT,ZA
TX000086,ACC12345,2022-11-19 15:11:29,1311.31,EFT,US
TX000087,ACC12345,2022-04-28 11:08:29,584.81,EFT,ZA
TX000088,ACC12345,2023-03-09 17:55:57,-7099.41,EFT,NG
TX000089,ACC12345,2023-06-18 21:29:04,3531.38,Cash,AU
TX000090,ACC12345,2022-10-03 02:06:58,8372.31,Cash,ZA
TX000091,ACC12345,2023-12-25 08:49:15,4347.38,EFT,ZA
TX000092,ACC12345,2024-10-09 03:46:08,856.87,Cash,GB
TX000093,ACC12345,2022-07-17 12:41:43,1265.71,EFT,DE
TX000094,ACC12345,2024-05-19 12:07:12,4795.29,Cash,ZA
TX000095,ACC12345,2024-06-24 14:26:59,3237.92,EFT,ZA
TX000096,ACC12345,2025-05-18 05:07:10,8260.55,SmartApp,ZA
TX000097,ACC12345,2025-04-29 07:39:42,-8720.77,EFT,ZA
TX000098,ACC12345,2023-06-04 07:25:39,3037.73,Cash,ZA
TX000099,ACC12345,2024-01-22 03:56:02,-10470.3,EFT,ZA
TX000100,ACC12345,2024-06-08 18:23:03,8202.86,Cash,ZA
TX000101,ACC12345,2023-11-14 23:59:57,2170.61,EFT,ZA
TX000102,ACC12345,2022-06-23 06:06:35,1832.8,Cash,ZA
TX000103,ACC12345,2024-06-22 11:02:18,-10195.56,Cash,ZA
TX000104,ACC12345,2023-11-21 12:51:05,889.45,Cash,GB
TX000105,ACC12345,2023-07-13 02:01:09,3551.65,EFT,ZA
TX000106,ACC12345,2024-11-18 13:05:45,9543.8,Cash,BR
TX000107,ACC12345,2023-12-03 14:11:20,-8484.15,Cash,US
TX000108,ACC12345,2023-06-03 13:17:07,-6825.14,SmartApp,ZA
TX000109,ACC12345,2023-06-30 01:09:48,-11503.24,SmartApp,ZA
TX000110,ACC12345,2023-12-18 07:34:10,4548.97,Cash,GB
TX000111,ACC12345,2023-08-03 02:35:16,5230.47,EFT,ZA
TX000112,ACC12345,2023-01-12 23:39:48,3832.09,Cash,ZA
TX000113,ACC12345,2024-09-04 12:59:56,2699.11,SmartApp,ZA
TX000114,ACC12345,2024-08-24 12:05:55,-4035.62,Cash,ZA
TX000115,ACC12345,2023-01-03 03:04:17,-668.58,EFT,ZA
TX000116,ACC12345,2022-10-07 07:39:23,7160.51,EFT,ZA
TX000117,ACC12345,2022-12-14 07:11:04,4680.52,SmartApp,CN
TX000118,ACC12345,2022-03-06 02:52:26,6283.67,Cash,ZA
TX000119,ACC12345,2024-10-29 21:28:22,-9900.38,EFT,ZA
TX000120,ACC12345,2023-10-06 11:00:56,9394.4,EFT,ZA
TX000121,ACC12345,2023-12-13 04:01:11,5033.81,Cash,ZA
TX000122,ACC12345,2024-10-14 12:48:02,5829.34,EFT,ZA
TX000123,ACC12345,2023-12-11 20:27:24,3223.06,Cash,BR
TX000124,ACC12345,2023-01-04 03:52:06,3634.82,Cash,GB
TX000125,ACC12345,2024-09-15 22:09:23,-11645.14,Cash,ZA
TX000126,ACC12345,2025-01-20 06:44:48,7744.58,Cash,ZA
TX000127,ACC12345,2023-03-04 19:15:29,3828.99,SmartApp,CN
TX000128,ACC12345,2022-06-09 15:40:53,-10142.3,Cash,ZA
TX000129,ACC12345,2023-01-25 05:40:39,-13701.23,EFT,ZA
TX000130,ACC12345,2022-10-31 06:36:42,5254.56,Cash,DE
TX000131,ACC12345,2024-02-14 08:26:40,490.49,EFT,BR
TX000132,ACC12345,2022-05-26 07:26:02,3786.38,EFT,GB
TX000133,ACC12345,2024-05-15 18:18:27,9396.61,SmartApp,ZA
TX000134,ACC12345,2023-03-17 20:49:44,4097.63,EFT,ZA
TX000135,ACC12345,2024-05-16 17:05:10,-6191.39,SmartApp,ZA
TX000136,ACC12345,2023-05-11 11:22:37,-136.61,Cash,ZA
TX000137,ACC12345,2025-04-24 22:22:10,7018.83,SmartApp,ZA
TX000138,ACC12345,2022-05-13 05:24:43,-4385.57,EFT,US
TX000139,ACC12345,2025-01-10 11:47:59,6968.9,SmartApp,AU
TX000140,ACC12345,2022-01-16 18:29:37,-9187.64,Cash,US
TX000141,ACC12345,2023-12-28 12:33:57,-3080.76,SmartApp,ZA
TX000142,ACC12345,2024-05-29 04:47:31,5593.83,Cash,BR
TX000143,ACC12345,2022-05-16 10:47:08,8527.66,Cash,AU
TX000144,ACC12345,2025-01-15 18:43:39,2317.54,SmartApp,ZA
TX000145,ACC12345,2024-12-12 13:37:52,-8444.38,SmartApp,ZA
TX000146,ACC12345,2025-03-20 13:09:41,6000.77,SmartApp,ZA
TX000147,ACC12345,2022-07-04 01:44:47,8384.99,SmartApp,US
TX000148,ACC12345,2023-11-11 23:49:24,-11396.6,Cash,CN
TX000149,ACC12345,2025-06-04 03:06:54,78697.12,EFT,DE
TX000150,ACC12345,2024-12-11 09:55:44,-317.44,EFT,ZA
TX000151,ACC12345,2022-01-14 02:41:45,-11733.05,Cash,NG
TX000152,ACC12345,2023-10-29 09:58:43,-11670.1,SmartApp,ZA
TX000153,ACC12345,2024-04-18 23:06:50,6792.17,Cash,ZA
TX000154,ACC12345,2024-04-22 03:08:54,6564.08,Cash,ZA
TX000155,ACC12345,2025-05-17 09:11:56,-14450.42,Cash,ZA
TX000156,ACC12345,2023-04-19 21:17:25,7281.3,Cash,ZA
TX000157,ACC12345,2023-09-17 02:30:53,-14564.96,SmartApp,ZA
TX000158,ACC12345,2023-12-05 12:43:36,-1165.29,Cash,NG
TX000159,ACC12345,2024-02-21 17:54:19,-14941.09,Cash,GB
TX000160,ACC12345,2022-04-24 11:06:05,65630.34,Cash,NG
TX000161,ACC12345,2023-05-31 14:11:54,2044.54,SmartApp,ZA
TX000162,ACC12345,2024-03-14 16:02:35,6152.04,EFT,ZA
TX000163,ACC12345,2023-02-23 14:13:17,3418.19,Cash,BR
TX000164,ACC12345,2023-02-28 03:05:05,-21709.62,EFT,ZA
TX000165,ACC12345,2023-12-19 09:58:36,-9670.1,EFT,ZA
TX000166,ACC12345,2022-07-05 20:24:57,-2931.18,Cash,NG
TX000167,ACC12345,2022-06-07 01:45:40,9277.68,EFT,ZA
TX000168,ACC12345,2022-11-25 00:08:31,-9619.45,SmartApp,ZA
TX000169,ACC12345,2023-03-24 00:03:23,9938.86,SmartApp,GB
TX000170,ACC12345,2023-02-17 16:34:37,2531.53,EFT,US
TX000171,ACC12345,2024-05-25 04:34:39,1528.47,Cash,CN
TX000172,ACC12345,2025-06-30 05:49:36,4606.84,EFT,ZA
TX000173,ACC12345,2022-04-28 23:34:45,-5531.88,SmartApp,ZA
TX000174,ACC12345,2025-06-21 06:08:13,6203.79,EFT,BR
TX000175,ACC12345,2024-10-13 22:41:41,8085.42,EFT,ZA
TX000176,ACC12345,2023-03-03 21:28:51,458.26,SmartApp,ZA
TX000177,ACC12345,2022-01-27 18:59:26,827.25,SmartApp,ZA
TX000178,ACC12345,2025-06-18 15:29:43,-3843.55,Cash,GB
TX000179,ACC12345,2023-07-22 08:41:03,6380.0,EFT,GB
TX000180,ACC12345,2022-07-13 19:29:15,3991.73,SmartApp,ZA
TX000181,ACC12345,2024-05-27 17:03:34,-12401.89,EFT,ZA
TX000182,ACC12345,2023-01-05 22:33:12,8184.13,EFT,ZA
TX000183,ACC12345,2022-07-24 18:01:39,-9245.93,Cash,ZA
TX000184,ACC12345,2024-08-25 22:20:40,9057.98,Cash,ZA
TX000185,ACC12345,2023-07-03 02:13:56,1786.46,SmartApp,ZA
TX000186,ACC12345,2025-05-07 03:56:35,5390.51,Cash,NG
TX000187,ACC12345,2022-08-23 04:35:39,3215.62,EFT,ZA
TX000188,ACC12345,2024-11-24 21:10:15,-9897.75,EFT,NG
TX000189,ACC12345,2024-11-13 23:10:36,-587.38,SmartApp,ZA
TX000190,ACC12345,2024-05-16 18:26:10,6048.49,EFT,ZA
TX000191,ACC12345,2024-10-09 10:24:59,2143.88,Cash,ZA
TX000192,ACC12345,2023-07-21 15:07:14,2643.55,EFT,ZA
TX000193,ACC12345,2023-09-04 01:06:46,9092.08,SmartApp,DE
TX000194,ACC12345,2022-10-18 00:13:47,8708.15,SmartApp,ZA
TX000195,ACC12345,2023-12-15 07:59:36,538.62,EFT,ZA
TX000196,ACC12345,2022-09-04 12:44:53,1267.15,EFT,ZA
TX000197,ACC12345,2023-04-07 12:49:59,-14620.57,SmartApp,GB
TX000198,ACC12345,2024-05-25 16:15:53,3983.4,EFT,ZA
TX000199,ACC12345,2025-03-11 09:10:31,9047.69,EFT,ZA
TX000200,ACC12345,2024-05-19 02:37:17,-9250.95,Cash,ZA
TX000201,ACC12345,2025-06-12 11:08:49,1588.32,SmartApp,ZA
TX000202,ACC12345,2024-08-26 02:50:28,-9774.69,SmartApp,ZA
TX000203,ACC12345,2025-05-01 02:20:57,6007.9,Cash,ZA
TX000204,ACC12345,2022-05-27 14:02:46,3783.44,SmartApp,ZA
TX000205,ACC12345,2025-03-31 23:44:47,6066.32,SmartApp,ZA
TX000206,ACC12345,2023-04-10 00:21:31,101.39,EFT,ZA
TX000207,ACC12345,2024-10-09 23:05:52,-14425.15,Cash,DE
TX000208,ACC12345,2022-05-13 06:07:15,-11706.81,Cash,ZA
TX000209,ACC12345,2023-06-28 02:48:19,4580.69,SmartApp,ZA
TX000210,ACC12345,2022-07-08 02:23:48,-11390.51,Cash,ZA
TX000211,ACC12345,2023-01-08 21:18:47,4965.23,EFT,ZA
TX000212,ACC12345,2025-02-16 19:29:45,8554.9,SmartApp,ZA
TX000213,ACC12345,2022-03-21 14:31:05,-14460.2,Cash,ZA
TX000214,ACC12345,2025-02-16 03:57:34,2046.66,EFT,US
TX000215,ACC12345,2023-02-04 21:29:35,-11255.29,SmartApp,ZA
TX000216,ACC12345,2025-01-02 12:09:22,726.57,Cash,ZA
TX000217,ACC12345,2023-04-29 06:50:03,-11895.14,Cash,ZA
TX000218,ACC12345,2023-11-24 15:24:17,-3728.21,SmartApp,ZA
TX000219,ACC12345,2024-12-03 13:31:33,-13549.15,EFT,ZA
TX000220,ACC12345,2024-11-25 14:33:01,-12512.64,SmartApp,CN
TX000221,ACC12345,2023-09-28 13:40:19,6230.96,EFT,ZA
TX000222,ACC12345,2022-07-30 18:40:55,818.47,Cash,ZA
TX000223,ACC12345,2025-06-08 18:16:11,-866.59,Cash,ZA
TX000224,ACC12345,2025-01-12 01:23:05,8538.47,EFT,ZA
TX000225,ACC12345,2022-02-14 20:45:14,3589.04,EFT,GB
TX000226,ACC12345,2022-08-30 00:22:25,-1564.33,EFT,US
TX000227,ACC12345,2024-05-17 08:10:41,-14827.09,SmartApp,US
TX000228,ACC12345,2023-05-17 16:41:20,882.88,SmartApp,ZA
TX000229,ACC12345,2024-11-27 15:48:02,-13686.75,EFT,NG
TX000230,ACC12345,2022-11-16 18:14:15,1036.7,SmartApp,GB
TX000231,ACC12345,2023-06-24 04:19:43,908.95,EFT,ZA
TX000232,ACC12345,2024-07-13 01:12:14,1551.29,SmartApp,CN
TX000233,ACC12345,2023-01-02 22:38:51,3470.42,SmartApp,ZA
TX000234,ACC12345,2024-01-01 09:29:36,-179.08,EFT,ZA
TX000235,ACC12345,2022-10-16 06:42:18,-3301.98,SmartApp,ZA
TX000236,ACC12345,2025-05-22 16:14:07,-9467.17,EFT,BR
TX000237,ACC12345,2024-01-30 17:11:14,3628.87,EFT,ZA
TX000238,ACC12345,2024-09-22 17:06:07,-1872.74,Cash,ZA
TX000239,ACC12345,2023-01-22 19:39:46,3787.09,EFT,AU
TX000240,ACC12345,2023-08-17 19:55:01,8790.84,SmartApp,ZA
TX000241,ACC12345,2023-04-21 06:00:33,4661.04,Cash,ZA
TX000242,ACC12345,2025-02-23 06:12:26,6065.43,Cash,ZA
TX000243,ACC12345,2025-05-13 19:29:04,-13999.35,SmartApp,ZA
TX000244,ACC12345,2024-11-19 17:41:49,-13683.6,Cash,ZA
TX000245,ACC12345,2025-03-23 23:31:10,-12451.23,Cash,ZA
TX000246,ACC12345,2022-09-16 12:04:24,4770.6,Cash,ZA
TX000247,ACC12345,2024-10-15 14:25:00,3258.99,SmartApp,ZA
TX000248,ACC12345,2023-02-06 02:43:56,-2286.28,SmartApp,AU
TX000249,ACC12345,2025-05-28 01:51:49,6404.14,SmartApp,CN
TX000250,ACC12345,2022-04-13 11:46:43,9348.12,EFT,DE
TX000251,ACC12345,2023-05-02 15:03:41,2419.53,SmartApp,DE
TX000252,ACC12345,2024-06-27 13:08:26,-11582.14,EFT,BR
TX000253,ACC12345,2023-12-28 14:36:04,3940.97,EFT,ZA
TX000254,ACC12345,2025-06-27 18:15:25,9812.46,SmartApp,ZA
TX000255,ACC12345,2023-06-20 16:07:43,8987.59,SmartApp,ZA
TX000256,ACC12345,2025-04-02 15:31:41,2436.18,EFT,ZA
TX000257,ACC12345,2022-08-01 01:20:31,3417.56,SmartApp,ZA
TX000258,ACC12345,2024-01-25 05:44:39,9645.59,Cash,ZA
TX000259,ACC12345,2023-03-12 18:06:22,4815.5,EFT,ZA
TX000260,ACC12345,2022-08-29 23:26:23,-5747.69,Cash,ZA
TX000261,ACC12345,2022-09-17 23:33:14,8148.84,EFT,ZA
TX000262,ACC12345,2023-02-10 03:51:31,1319.14,SmartApp,ZA
TX000263,ACC12345,2023-01-28 03:48:23,-10665.89,EFT,ZA
TX000264,ACC12345,2024-05-04 18:47:10,-14134.95,SmartApp,ZA
TX000265,ACC12345,2023-06-22 09:51:27,7989.46,EFT,ZA
TX000266,ACC12345,2022-06-22 03:26:00,1117.33,EFT,GB
TX000267,ACC12345,2025-01-02 17:48:52,3384.67,SmartApp,ZA
TX000268,ACC12345,2023-07-11 03:22:17,-4499.37,SmartApp,ZA
TX000269,ACC12345,2022-04-11 16:21:20,5978.86,Cash,ZA
TX000270,ACC12345,2024-03-24 16:28:15,3718.16,Cash,ZA
TX000271,ACC12345,2022-12-12 07:24:06,3477.13,EFT,ZA
TX000272,ACC12345,2024-10-25 14:27:41,5777.26,Cash,BR
TX000273,ACC12345,2022-05-04 13:14:49,-8905.51,EFT,ZA
TX000274,ACC12345,2023-12-02 17:48:21,-941.96,Cash,ZA
TX000275,ACC12345,2022-04-18 08:07:14,539.16,Cash,ZA
TX000276,ACC12345,2022-06-02 21:03:03,4309.52,Cash,ZA
TX000277,ACC12345,2025-03-15 15:42:43,-6438.36,EFT,ZA
TX000278,ACC12345,2025-04-10 11:06:15,5929.37,EFT,DE
TX000279,ACC12345,2024-08-01 00:25:13,-7131.63,Cash,ZA
TX000280,ACC12345,2025-05-23 01:42:04,-11899.37,EFT,ZA
TX000281,ACC12345,2024-01-26 02:07:37,3937.43,SmartApp,ZA
TX000282,ACC12345,2022-05-25 07:06:25,-6184.59,SmartApp,CN
TX000283,ACC12345,2022-09-22 07:44:50,-5808.61,Cash,AU
TX000284,ACC12345,2023-05-05 05:46:56,5258.47,Cash,ZA
TX000285,ACC12345,2022-12-01 18:10:14,1995.88,EFT,US
TX000286,ACC12345,2022-04-02 00:36:23,-5181.51,EFT,NG
TX000287,ACC12345,2022-10-03 16:35:45,-11041.37,SmartApp,DE
TX000288,ACC12345,2022-11-06 22:19:31,-6231.06,SmartApp,ZA
TX000289,ACC12345,2025-01-18 13:01:52,-11436.05,EFT,ZA
TX000290,ACC12345,2022-03-20 01:48:15,5153.46,EFT,ZA
TX000291,ACC12345,2024-07-05 05:00:39,-5983.38,Cash,CN
TX000292,ACC12345,2022-05-05 20:12:49,-13804.44,EFT,ZA
TX000293,ACC12345,2024-11-13 05:41:35,-3499.41,SmartApp,DE
TX000294,ACC12345,2024-02-07 15:48:36,2706.46,Cash,ZA
TX000295,ACC12345,2023-09-29 03:09:00,3891.22,SmartApp,ZA
TX000296,ACC12345,2024-10-07 06:20:08,-3737.45,SmartApp,ZA
TX000297,ACC12345,2022-10-29 14:27:45,5271.24,SmartApp,ZA
TX000298,ACC12345,2023-06-11 12:05:42,2486.85,Cash,ZA
TX000299,ACC12345,2022-07-23 05:15:29,-14894.96,SmartApp,ZA
TX000300,ACC12345,2024-04-26 22:12:35,-10909.57,EFT,ZA
TX000301,ACC12345,2024-05-05 04:37:09,9991.95,Cash,CN
TX000302,ACC12345,2023-10-11 02:25:05,-7603.69,EFT,ZA
TX000303,ACC12345,2025-01-18 02:20:34,1142.24,EFT,ZA
TX000304,ACC12345,2022-12-08 16:00:56,6264.79,Cash,NG
TX000305,ACC12345,2022-02-01 16:31:32,3254.51,SmartApp,AU
TX000306,ACC12345,2023-02-14 18:14:39,-555.2,Cash,NG
TX000307,ACC12345,2025-02-11 01:49:56,4819.93,Cash,BR
TX000308,ACC12345,2022-12-20 15:14:53,9011.08,EFT,BR
TX000309,ACC12345,2024-07-17 16:28:17,-3012.72,SmartApp,ZA
TX000310,ACC12345,2022-12-20 22:51:10,313.96,Cash,ZA
TX000311,ACC12345,2025-03-03 03:51:56,-11752.49,SmartApp,ZA
TX000312,ACC12345,2022-04-17 10:53:01,9745.72,SmartApp,NG
TX000313,ACC12345,2024-05-26 12:39:13,4952.62,SmartApp,ZA
TX000314,ACC12345,2024-02-10 07:01:09,-6460.13,Cash,ZA
TX000315,ACC12345,2023-10-28 15:18:49,-13870.25,SmartApp,ZA
TX000316,ACC12345,2022-08-17 11:57:25,2894.13,EFT,CN
TX000317,ACC12345,2022-03-08 21:18:42,7556.87,EFT,GB
TX000318,ACC12345,2023-04-13 08:52:20,-6549.84,EFT,US
TX000319,ACC12345,2023-12-08 19:00:22,4296.74,Cash,ZA
TX000320,ACC12345,2022-02-25 09:50:21,-1735.57,Cash,US
TX000321,ACC12345,2023-11-15 02:52:54,7853.75,SmartApp,DE
TX000322,ACC12345,2024-06-04 21:55:10,-1256.48,SmartApp,ZA
TX000323,ACC12345,2022-06-01 06:01:33,4109.84,EFT,CN
TX000324,ACC12345,2023-04-30 10:11:05,-14803.47,EFT,CN
TX000325,ACC12345,2023-02-05 22:11:29,4252.33,EFT,ZA
TX000326,ACC12345,2024-11-17 22:08:26,-1104.01,EFT,BR
TX000327,ACC12345,2024-10-06 05:28:21,-4222.97,SmartApp,ZA
TX000328,ACC12345,2022-08-06 02:53:35,1155.12,SmartApp,ZA
TX000329,ACC12345,2023-09-25 03:47:52,5787.91,EFT,AU
TX000330,ACC12345,2022-10-16 01:13:08,7015.75,EFT,BR
TX000331,ACC12345,2024-07-26 15:40:58,9558.67,EFT,ZA
TX000332,ACC12345,2024-02-09 18:22:10,6066.07,Cash,ZA
TX000333,ACC12345,2024-04-01 11:14:08,1306.34,SmartApp,AU
TX000334,ACC12345,2023-08-16 17:40:52,8908.05,Cash,BR
TX000335,ACC12345,2024-03-19 03:48:44,3808.16,EFT,ZA
TX000336,ACC12345,2023-04-15 15:50:56,7915.12,EFT,ZA
TX000337,ACC12345,2024-03-24 03:25:41,-6254.23,Cash,CN
TX000338,ACC12345,2022-04-09 05:08:35,5828.43,EFT,ZA
TX000339,ACC12345,2023-03-27 07:51:36,-14528.53,Cash,CN
TX000340,ACC12345,2022-12-05 00:55:53,5537.24,EFT,BR
TX000341,ACC12345,2024-04-19 10:39:37,-12357.22,Cash,ZA
TX000342,ACC12345,2022-06-20 10:55:03,7162.84,Cash,ZA
TX000343,ACC12345,2023-03-14 21:37:49,-2064.2,Cash,NG
TX000344,ACC12345,2024-11-20 14:50:54,9016.21,SmartApp,US
TX000345,ACC12345,2024-04-27 00:03:29,7272.1,EFT,ZA
TX000346,ACC12345,2024-06-14 06:25:27,-8730.07,EFT,ZA
TX000347,ACC12345,2023-04-15 13:10:12,-13353.52,SmartApp,AU
TX000348,ACC12345,2023-08-29 04:31:46,-8696.12,EFT,CN
TX000349,ACC12345,2023-12-12 16:41:25,8230.96,EFT,ZA
TX000350,ACC12345,2023-09-10 11:57:17,3035.55,SmartApp,ZA
TX000351,ACC12345,2024-06-13 07:02:55,-8368.46,EFT,ZA
TX000352,ACC12345,2023-01-21 18:04:35,-3109.96,Cash,ZA
TX000353,ACC12345,2022-10-17 19:34:50,1992.56,EFT,DE
TX000354,ACC12345,2024-04-09 08:26:32,2689.4,EFT,ZA
TX000355,ACC12345,2022-11-14 10:18:18,-329.98,EFT,ZA
TX000356,ACC12345,2022-05-17 09:42:46,-12486.9,Cash,ZA
TX000357,ACC12345,2022-12-06 09:36:04,-198029.96999999997,SmartApp,ZA
TX000358,ACC12345,2024-09-19 04:19:11,2427.31,Cash,ZA
TX000359,ACC12345,2024-05-18 03:36:12,-14662.56,SmartApp,ZA
TX000360,ACC12345,2023-07-13 09:59:35,7141.02,Cash,AU
TX000361,ACC12345,2022-08-23 01:16:35,-8185.01,SmartApp,CN
TX000362,ACC12345,2024-02-23 13:49:28,1802.06,EFT,ZA
TX000363,ACC12345,2022-07-25 13:09:52,-12616.84,Cash,ZA
TX000364,ACC12345,2023-07-11 05:49:26,7088.69,Cash,CN
TX000365,ACC12345,2025-05-31 11:00:41,8693.14,EFT,ZA
TX000366,ACC12345,2023-05-02 00:20:12,1268.13,EFT,US
TX000367,ACC12345,2025-03-29 14:52:23,-1559.89,SmartApp,US
TX000368,ACC12345,2022-02-25 19:01:19,8300.78,Cash,ZA
TX000369,ACC12345,2025-05-02 13:14:11,-8425.24,EFT,ZA
TX000370,ACC12345,2022-09-08 00:59:43,-6441.38,SmartApp,ZA
TX000371,ACC12345,2022-09-10 19:30:08,8246.19,EFT,ZA
